,DATASET,TYPE,MODEL_TYPE,ZETA,FLIP,PROP,ACCURACY
902,THYROID,FLOW3,SGDClassifier,2,2,6,0.09281767955801105
903,THYROID,FLOW3,SGDClassifier,2,2,6,0.9591160220994475
904,THYROID,FLOW3,SGDClassifier,2,2,6,0.09392265193370165
905,THYROID,FLOW3,SGDClassifier,2,2,6,0.17900552486187846
906,THYROID,FLOW3,SGDClassifier,2,2,6,0.09281767955801105
907,THYROID,FLOW3,SGDClassifier,2,2,6,0.4243093922651934
908,THYROID,FLOW3,SGDClassifier,2,2,6,0.943646408839779
909,THYROID,FLOW3,SGDClassifier,2,2,6,0.6
910,THYROID,FLOW3,SGDClassifier,2,2,4,0.9237569060773481
911,THYROID,FLOW3,SGDClassifier,2,2,4,0.7679558011049724
912,THYROID,FLOW3,SGDClassifier,2,2,4,0.9414364640883978
913,THYROID,FLOW3,SGDClassifier,2,2,4,0.9480662983425414
914,THYROID,FLOW3,SGDClassifier,2,2,4,0.949171270718232
915,THYROID,FLOW3,SGDClassifier,2,2,4,0.943646408839779
916,THYROID,FLOW3,SGDClassifier,2,2,4,0.9281767955801105
917,THYROID,FLOW3,SGDClassifier,2,2,4,0.09281767955801105
918,THYROID,FLOW3,SGDClassifier,2,2,4,0.09281767955801105
919,THYROID,FLOW3,SGDClassifier,2,2,4,0.9226519337016574
920,THYROID,FLOW3,SGDClassifier,2,3,0,0.9458563535911603
921,THYROID,FLOW3,SGDClassifier,2,3,0,0.30718232044198895
922,THYROID,FLOW3,SGDClassifier,2,3,0,0.9104972375690608
923,THYROID,FLOW3,SGDClassifier,2,3,0,0.9447513812154696
924,THYROID,FLOW3,SGDClassifier,2,3,0,0.9392265193370166
925,THYROID,FLOW3,SGDClassifier,2,3,0,0.10497237569060773
926,THYROID,FLOW3,SGDClassifier,2,3,0,0.7513812154696132
927,THYROID,FLOW3,SGDClassifier,2,3,0,0.9414364640883978
928,THYROID,FLOW3,SGDClassifier,2,3,0,0.9458563535911603
929,THYROID,FLOW3,SGDClassifier,2,3,0,0.9403314917127071
930,THYROID,FLOW3,SGDClassifier,2,2,8,0.9458563535911603
931,THYROID,FLOW3,SGDClassifier,2,2,8,0.9458563535911603
932,THYROID,FLOW3,SGDClassifier,2,2,8,0.9403314917127071
933,THYROID,FLOW3,SGDClassifier,2,2,8,0.9005524861878453
934,THYROID,FLOW3,SGDClassifier,2,2,8,0.9469613259668508
935,THYROID,FLOW3,SGDClassifier,2,2,8,0.8475138121546961
936,THYROID,FLOW3,SGDClassifier,2,2,8,0.9403314917127071
937,THYROID,FLOW3,SGDClassifier,2,2,8,0.14806629834254142
938,THYROID,FLOW3,SGDClassifier,2,2,8,0.9425414364640884
939,THYROID,FLOW3,SGDClassifier,2,2,8,0.9226519337016574
940,THYROID,FLOW3,SGDClassifier,2,3,2,0.09281767955801105
941,THYROID,FLOW3,SGDClassifier,2,3,2,0.09281767955801105
942,THYROID,FLOW3,SGDClassifier,2,3,2,0.09281767955801105
943,THYROID,FLOW3,SGDClassifier,2,3,2,0.09281767955801105
944,THYROID,FLOW3,SGDClassifier,2,3,2,0.19558011049723756
945,THYROID,FLOW3,SGDClassifier,2,3,2,0.09281767955801105
946,THYROID,FLOW3,SGDClassifier,2,3,2,0.09281767955801105
947,THYROID,FLOW3,SGDClassifier,2,3,2,0.09281767955801105
948,THYROID,FLOW3,SGDClassifier,2,3,2,0.10386740331491713
949,THYROID,FLOW3,SGDClassifier,2,3,2,0.09281767955801105
950,THYROID,FLOW3,SGDClassifier,2,0,2,0.11933701657458563
951,THYROID,FLOW3,SGDClassifier,2,0,2,0.09281767955801105
952,THYROID,FLOW3,SGDClassifier,2,0,2,0.9458563535911603
953,THYROID,FLOW3,SGDClassifier,2,0,2,0.10828729281767956
954,THYROID,FLOW3,SGDClassifier,2,0,2,0.09281767955801105
955,THYROID,FLOW3,SGDClassifier,2,0,2,0.9414364640883978
956,THYROID,FLOW3,SGDClassifier,2,0,2,0.7270718232044199
957,THYROID,FLOW3,SGDClassifier,2,0,2,0.9303867403314917
958,THYROID,FLOW3,SGDClassifier,2,0,2,0.1005524861878453
959,THYROID,FLOW3,SGDClassifier,2,0,2,0.09281767955801105
960,THYROID,FLOW3,SGDClassifier,2,3,8,0.09281767955801105
961,THYROID,FLOW3,SGDClassifier,2,3,8,0.09281767955801105
962,THYROID,FLOW3,SGDClassifier,2,3,8,0.09281767955801105
963,THYROID,FLOW3,SGDClassifier,2,3,8,0.09281767955801105
964,THYROID,FLOW3,SGDClassifier,2,3,8,0.09281767955801105
965,THYROID,FLOW3,SGDClassifier,2,3,8,0.09281767955801105
966,THYROID,FLOW3,SGDClassifier,2,3,8,0.09281767955801105
967,THYROID,FLOW3,SGDClassifier,2,3,8,0.09281767955801105
968,THYROID,FLOW3,SGDClassifier,2,3,8,0.09281767955801105
969,THYROID,FLOW3,SGDClassifier,2,3,8,0.09281767955801105
970,THYROID,FLOW3,SGDClassifier,2,0,8,0.9480662983425414
971,THYROID,FLOW3,SGDClassifier,2,0,8,0.9447513812154696
972,THYROID,FLOW3,SGDClassifier,2,0,8,0.9513812154696133
973,THYROID,FLOW3,SGDClassifier,2,0,8,0.1580110497237569
974,THYROID,FLOW3,SGDClassifier,2,0,8,0.9104972375690608
975,THYROID,FLOW3,SGDClassifier,2,0,8,0.7027624309392265
976,THYROID,FLOW3,SGDClassifier,2,0,8,0.6983425414364641
977,THYROID,FLOW3,SGDClassifier,2,0,8,0.33038674033149174
978,THYROID,FLOW3,SGDClassifier,2,0,8,0.9458563535911603
979,THYROID,FLOW3,SGDClassifier,2,0,8,0.18342541436464088
980,THYROID,FLOW3,SGDClassifier,2,0,4,0.9469613259668508
981,THYROID,FLOW3,SGDClassifier,2,0,4,0.949171270718232
982,THYROID,FLOW3,SGDClassifier,2,0,4,0.9480662983425414
983,THYROID,FLOW3,SGDClassifier,2,0,4,0.09281767955801105
984,THYROID,FLOW3,SGDClassifier,2,0,4,0.9458563535911603
985,THYROID,FLOW3,SGDClassifier,2,0,4,0.949171270718232
986,THYROID,FLOW3,SGDClassifier,2,0,4,0.9270718232044199
987,THYROID,FLOW3,SGDClassifier,2,0,4,0.8154696132596685
988,THYROID,FLOW3,SGDClassifier,2,0,4,0.09281767955801105
989,THYROID,FLOW3,SGDClassifier,2,0,4,0.9458563535911603
990,THYROID,FLOW3,SGDClassifier,2,3,4,0.09281767955801105
991,THYROID,FLOW3,SGDClassifier,2,3,4,0.09281767955801105
992,THYROID,FLOW3,SGDClassifier,2,3,4,0.09281767955801105
993,THYROID,FLOW3,SGDClassifier,2,3,4,0.09281767955801105
994,THYROID,FLOW3,SGDClassifier,2,3,4,0.09281767955801105
995,THYROID,FLOW3,SGDClassifier,2,3,4,0.09281767955801105
996,THYROID,FLOW3,SGDClassifier,2,3,4,0.09281767955801105
997,THYROID,FLOW3,SGDClassifier,2,3,4,0.09281767955801105
998,THYROID,FLOW3,SGDClassifier,2,3,4,0.09281767955801105
999,THYROID,FLOW3,SGDClassifier,2,3,4,0.09281767955801105
1000,THYROID,FLOW3,SGDClassifier,0,0,6,0.9458563535911603
1001,THYROID,FLOW3,SGDClassifier,0,0,6,0.7955801104972375
1002,THYROID,FLOW3,SGDClassifier,0,0,6,0.7138121546961326
1003,THYROID,FLOW3,SGDClassifier,0,0,6,0.7038674033149172
1004,THYROID,FLOW3,SGDClassifier,0,0,6,0.09281767955801105
1005,THYROID,FLOW3,SGDClassifier,0,0,6,0.6651933701657459
1006,THYROID,FLOW3,SGDClassifier,0,0,6,0.6939226519337016
1007,THYROID,FLOW3,SGDClassifier,0,0,6,0.46408839779005523
1008,THYROID,FLOW3,SGDClassifier,0,0,6,0.6762430939226519
1009,THYROID,FLOW3,SGDClassifier,0,0,6,0.09281767955801105
1010,THYROID,FLOW3,SGDClassifier,0,1,8,0.7458563535911602
1011,THYROID,FLOW3,SGDClassifier,0,1,8,0.8950276243093923
1012,THYROID,FLOW3,SGDClassifier,0,1,8,0.09281767955801105
1013,THYROID,FLOW3,SGDClassifier,0,1,8,0.23977900552486187
1014,THYROID,FLOW3,SGDClassifier,0,1,8,0.7734806629834254
1015,THYROID,FLOW3,SGDClassifier,0,1,8,0.09392265193370165
1016,THYROID,FLOW3,SGDClassifier,0,1,8,0.5447513812154696
1017,THYROID,FLOW3,SGDClassifier,0,1,8,0.09392265193370165
1018,THYROID,FLOW3,SGDClassifier,0,1,8,0.09834254143646409
1019,THYROID,FLOW3,SGDClassifier,0,1,8,0.943646408839779
1020,THYROID,FLOW3,SGDClassifier,0,1,0,0.9082872928176795
1021,THYROID,FLOW3,SGDClassifier,0,1,0,0.2022099447513812
1022,THYROID,FLOW3,SGDClassifier,0,1,0,0.09281767955801105
1023,THYROID,FLOW3,SGDClassifier,0,1,0,0.2983425414364641
1024,THYROID,FLOW3,SGDClassifier,0,1,0,0.9513812154696133
1025,THYROID,FLOW3,SGDClassifier,0,1,0,0.96353591160221
1026,THYROID,FLOW3,SGDClassifier,0,1,0,0.17458563535911603
1027,THYROID,FLOW3,SGDClassifier,0,1,0,0.8209944751381215
1028,THYROID,FLOW3,SGDClassifier,0,1,0,0.4165745856353591
1029,THYROID,FLOW3,SGDClassifier,0,1,0,0.9458563535911603
1030,THYROID,FLOW3,SGDClassifier,0,1,2,0.16132596685082873
1031,THYROID,FLOW3,SGDClassifier,0,1,2,0.943646408839779
1032,THYROID,FLOW3,SGDClassifier,0,1,2,0.507182320441989
1033,THYROID,FLOW3,SGDClassifier,0,1,2,0.9458563535911603
1034,THYROID,FLOW3,SGDClassifier,0,1,2,0.9502762430939227
1035,THYROID,FLOW3,SGDClassifier,0,1,2,0.6530386740331492
1036,THYROID,FLOW3,SGDClassifier,0,1,2,0.9259668508287293
1037,THYROID,FLOW3,SGDClassifier,0,1,2,0.09723756906077348
1038,THYROID,FLOW3,SGDClassifier,0,1,2,0.9469613259668508
1039,THYROID,FLOW3,SGDClassifier,0,1,2,0.9458563535911603
1040,THYROID,FLOW3,SGDClassifier,0,2,0,0.8077348066298342
1041,THYROID,FLOW3,SGDClassifier,0,2,0,0.2740331491712707
1042,THYROID,FLOW3,SGDClassifier,0,2,0,0.9403314917127071
1043,THYROID,FLOW3,SGDClassifier,0,2,0,0.425414364640884
1044,THYROID,FLOW3,SGDClassifier,0,2,0,0.9480662983425414
1045,THYROID,FLOW3,SGDClassifier,0,2,0,0.09392265193370165
1046,THYROID,FLOW3,SGDClassifier,0,2,0,0.943646408839779
1047,THYROID,FLOW3,SGDClassifier,0,2,0,0.09281767955801105
1048,THYROID,FLOW3,SGDClassifier,0,2,0,0.861878453038674
1049,THYROID,FLOW3,SGDClassifier,0,2,0,0.09281767955801105
1050,THYROID,FLOW3,SGDClassifier,0,2,2,0.09281767955801105
1051,THYROID,FLOW3,SGDClassifier,0,2,2,0.9027624309392265
1052,THYROID,FLOW3,SGDClassifier,0,2,2,0.661878453038674
1053,THYROID,FLOW3,SGDClassifier,0,2,2,0.09281767955801105
1054,THYROID,FLOW3,SGDClassifier,0,2,2,0.9204419889502763
1055,THYROID,FLOW3,SGDClassifier,0,2,2,0.7237569060773481
1056,THYROID,FLOW3,SGDClassifier,0,2,2,0.09281767955801105
1057,THYROID,FLOW3,SGDClassifier,0,2,2,0.12044198895027625
1058,THYROID,FLOW3,SGDClassifier,0,2,2,0.16132596685082873
1059,THYROID,FLOW3,SGDClassifier,0,2,2,0.09281767955801105
1060,THYROID,FLOW3,SGDClassifier,0,3,6,0.09281767955801105
1061,THYROID,FLOW3,SGDClassifier,0,3,6,0.09171270718232044
1062,THYROID,FLOW3,SGDClassifier,0,3,6,0.09281767955801105
1063,THYROID,FLOW3,SGDClassifier,0,3,6,0.10165745856353592
1064,THYROID,FLOW3,SGDClassifier,0,3,6,0.09281767955801105
1065,THYROID,FLOW3,SGDClassifier,0,3,6,0.09281767955801105
1066,THYROID,FLOW3,SGDClassifier,0,3,6,0.09281767955801105
1067,THYROID,FLOW3,SGDClassifier,0,3,6,0.09281767955801105
1068,THYROID,FLOW3,SGDClassifier,0,3,6,0.09281767955801105
1069,THYROID,FLOW3,SGDClassifier,0,3,6,0.09281767955801105
1070,THYROID,FLOW3,SGDClassifier,0,0,0,0.09281767955801105
1071,THYROID,FLOW3,SGDClassifier,0,0,0,0.44972375690607735
1072,THYROID,FLOW3,SGDClassifier,0,0,0,0.6408839779005525
1073,THYROID,FLOW3,SGDClassifier,0,0,0,0.5171270718232044
1074,THYROID,FLOW3,SGDClassifier,0,0,0,0.938121546961326
1075,THYROID,FLOW3,SGDClassifier,0,0,0,0.9458563535911603
1076,THYROID,FLOW3,SGDClassifier,0,0,0,0.7082872928176795
1077,THYROID,FLOW3,SGDClassifier,0,0,0,0.09281767955801105
1078,THYROID,FLOW3,SGDClassifier,0,0,0,0.881767955801105
1079,THYROID,FLOW3,SGDClassifier,0,0,0,0.09281767955801105
1080,THYROID,FLOW3,SGDClassifier,0,1,6,0.09281767955801105
1081,THYROID,FLOW3,SGDClassifier,0,1,6,0.9458563535911603
1082,THYROID,FLOW3,SGDClassifier,0,1,6,0.7790055248618785
1083,THYROID,FLOW3,SGDClassifier,0,1,6,0.9480662983425414
1084,THYROID,FLOW3,SGDClassifier,0,1,6,0.7381215469613259
1085,THYROID,FLOW3,SGDClassifier,0,1,6,0.09281767955801105
1086,THYROID,FLOW3,SGDClassifier,0,1,6,0.8640883977900552
1087,THYROID,FLOW3,SGDClassifier,0,1,6,0.7546961325966851
1088,THYROID,FLOW3,SGDClassifier,0,1,6,0.9469613259668508
1089,THYROID,FLOW3,SGDClassifier,0,1,6,0.09281767955801105
1090,THYROID,FLOW3,SGDClassifier,0,1,4,0.09723756906077348
1091,THYROID,FLOW3,SGDClassifier,0,1,4,0.9524861878453039
1092,THYROID,FLOW3,SGDClassifier,0,1,4,0.9447513812154696
1093,THYROID,FLOW3,SGDClassifier,0,1,4,0.09392265193370165
1094,THYROID,FLOW3,SGDClassifier,0,1,4,0.6784530386740332
1095,THYROID,FLOW3,SGDClassifier,0,1,4,0.949171270718232
1096,THYROID,FLOW3,SGDClassifier,0,1,4,0.9314917127071823
1097,THYROID,FLOW3,SGDClassifier,0,1,4,0.5104972375690607
1098,THYROID,FLOW3,SGDClassifier,0,1,4,0.09281767955801105
1099,THYROID,FLOW3,SGDClassifier,0,1,4,0.9038674033149171
1100,THYROID,FLOW3,SGDClassifier,0,2,6,0.09281767955801105
1101,THYROID,FLOW3,SGDClassifier,0,2,6,0.9458563535911603
1102,THYROID,FLOW3,SGDClassifier,0,2,6,0.9447513812154696
1103,THYROID,FLOW3,SGDClassifier,0,2,6,0.9447513812154696
1104,THYROID,FLOW3,SGDClassifier,0,2,6,0.9469613259668508
1105,THYROID,FLOW3,SGDClassifier,0,2,6,0.09281767955801105
1106,THYROID,FLOW3,SGDClassifier,0,2,6,0.3558011049723757
1107,THYROID,FLOW3,SGDClassifier,0,2,6,0.5469613259668509
1108,THYROID,FLOW3,SGDClassifier,0,2,6,0.8044198895027624
1109,THYROID,FLOW3,SGDClassifier,0,2,6,0.09281767955801105
1110,THYROID,FLOW3,SGDClassifier,0,2,4,0.9149171270718232
1111,THYROID,FLOW3,SGDClassifier,0,2,4,0.9469613259668508
1112,THYROID,FLOW3,SGDClassifier,0,2,4,0.6939226519337016
1113,THYROID,FLOW3,SGDClassifier,0,2,4,0.9425414364640884
1114,THYROID,FLOW3,SGDClassifier,0,2,4,0.09281767955801105
1115,THYROID,FLOW3,SGDClassifier,0,2,4,0.09281767955801105
1116,THYROID,FLOW3,SGDClassifier,0,2,4,0.09281767955801105
1117,THYROID,FLOW3,SGDClassifier,0,2,4,0.9469613259668508
1118,THYROID,FLOW3,SGDClassifier,0,2,4,0.949171270718232
1119,THYROID,FLOW3,SGDClassifier,0,2,4,0.10497237569060773
1120,THYROID,FLOW3,SGDClassifier,0,3,0,0.9425414364640884
1121,THYROID,FLOW3,SGDClassifier,0,3,0,0.7414364640883978
1122,THYROID,FLOW3,SGDClassifier,0,3,0,0.8287292817679558
1123,THYROID,FLOW3,SGDClassifier,0,3,0,0.12375690607734807
1124,THYROID,FLOW3,SGDClassifier,0,3,0,0.949171270718232
1125,THYROID,FLOW3,SGDClassifier,0,3,0,0.09281767955801105
1126,THYROID,FLOW3,SGDClassifier,0,3,0,0.09281767955801105
1127,THYROID,FLOW3,SGDClassifier,0,3,0,0.8287292817679558
1128,THYROID,FLOW3,SGDClassifier,0,3,0,0.09392265193370165
1129,THYROID,FLOW3,SGDClassifier,0,3,0,0.8320441988950277
1130,THYROID,FLOW3,SGDClassifier,0,2,8,0.9447513812154696
1131,THYROID,FLOW3,SGDClassifier,0,2,8,0.3569060773480663
1132,THYROID,FLOW3,SGDClassifier,0,2,8,0.912707182320442
1133,THYROID,FLOW3,SGDClassifier,0,2,8,0.7370165745856354
1134,THYROID,FLOW3,SGDClassifier,0,2,8,0.09281767955801105
1135,THYROID,FLOW3,SGDClassifier,0,2,8,0.9469613259668508
1136,THYROID,FLOW3,SGDClassifier,0,2,8,0.6850828729281768
1137,THYROID,FLOW3,SGDClassifier,0,2,8,0.9524861878453039
1138,THYROID,FLOW3,SGDClassifier,0,2,8,0.943646408839779
1139,THYROID,FLOW3,SGDClassifier,0,2,8,0.943646408839779
1140,THYROID,FLOW3,SGDClassifier,0,3,2,0.17900552486187846
1141,THYROID,FLOW3,SGDClassifier,0,3,2,0.09281767955801105
1142,THYROID,FLOW3,SGDClassifier,0,3,2,0.9337016574585635
1143,THYROID,FLOW3,SGDClassifier,0,3,2,0.09281767955801105
1144,THYROID,FLOW3,SGDClassifier,0,3,2,0.09613259668508287
1145,THYROID,FLOW3,SGDClassifier,0,3,2,0.09281767955801105
1146,THYROID,FLOW3,SGDClassifier,0,3,2,0.09281767955801105
1147,THYROID,FLOW3,SGDClassifier,0,3,2,0.09281767955801105
1148,THYROID,FLOW3,SGDClassifier,0,3,2,0.09281767955801105
1149,THYROID,FLOW3,SGDClassifier,0,3,2,0.9591160220994475
1150,THYROID,FLOW3,SGDClassifier,0,0,2,0.09502762430939227
1151,THYROID,FLOW3,SGDClassifier,0,0,2,0.9337016574585635
1152,THYROID,FLOW3,SGDClassifier,0,0,2,0.6850828729281768
1153,THYROID,FLOW3,SGDClassifier,0,0,2,0.4994475138121547
1154,THYROID,FLOW3,SGDClassifier,0,0,2,0.10497237569060773
1155,THYROID,FLOW3,SGDClassifier,0,0,2,0.9469613259668508
1156,THYROID,FLOW3,SGDClassifier,0,0,2,0.8784530386740331
1157,THYROID,FLOW3,SGDClassifier,0,0,2,0.09281767955801105
1158,THYROID,FLOW3,SGDClassifier,0,0,2,0.7403314917127072
1159,THYROID,FLOW3,SGDClassifier,0,0,2,0.09723756906077348
1160,THYROID,FLOW3,SGDClassifier,0,3,8,0.09281767955801105
1161,THYROID,FLOW3,SGDClassifier,0,3,8,0.09281767955801105
1162,THYROID,FLOW3,SGDClassifier,0,3,8,0.9337016574585635
1163,THYROID,FLOW3,SGDClassifier,0,3,8,0.09281767955801105
1164,THYROID,FLOW3,SGDClassifier,0,3,8,0.09171270718232044
1165,THYROID,FLOW3,SGDClassifier,0,3,8,0.09281767955801105
1166,THYROID,FLOW3,SGDClassifier,0,3,8,0.09281767955801105
1167,THYROID,FLOW3,SGDClassifier,0,3,8,0.09281767955801105
1168,THYROID,FLOW3,SGDClassifier,0,3,8,0.09281767955801105
1169,THYROID,FLOW3,SGDClassifier,0,3,8,0.09281767955801105
1170,THYROID,FLOW3,SGDClassifier,0,0,8,0.09281767955801105
1171,THYROID,FLOW3,SGDClassifier,0,0,8,0.9160220994475138
1172,THYROID,FLOW3,SGDClassifier,0,0,8,0.09281767955801105
1173,THYROID,FLOW3,SGDClassifier,0,0,8,0.6386740331491713
1174,THYROID,FLOW3,SGDClassifier,0,0,8,0.5701657458563536
1175,THYROID,FLOW3,SGDClassifier,0,0,8,0.9458563535911603
1176,THYROID,FLOW3,SGDClassifier,0,0,8,0.512707182320442
1177,THYROID,FLOW3,SGDClassifier,0,0,8,0.943646408839779
1178,THYROID,FLOW3,SGDClassifier,0,0,8,0.6729281767955801
1179,THYROID,FLOW3,SGDClassifier,0,0,8,0.9458563535911603
1180,THYROID,FLOW3,SGDClassifier,0,0,4,0.09834254143646409
1181,THYROID,FLOW3,SGDClassifier,0,0,4,0.5248618784530387
1182,THYROID,FLOW3,SGDClassifier,0,0,4,0.9469613259668508
1183,THYROID,FLOW3,SGDClassifier,0,0,4,0.9458563535911603
1184,THYROID,FLOW3,SGDClassifier,0,0,4,0.9281767955801105
1185,THYROID,FLOW3,SGDClassifier,0,0,4,0.9314917127071823
1186,THYROID,FLOW3,SGDClassifier,0,0,4,0.5767955801104973
1187,THYROID,FLOW3,SGDClassifier,0,0,4,0.8906077348066298
1188,THYROID,FLOW3,SGDClassifier,0,0,4,0.09834254143646409
1189,THYROID,FLOW3,SGDClassifier,0,0,4,0.9193370165745857
1190,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
1191,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
1192,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
1193,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
1194,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
1195,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
1196,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
1197,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
1198,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
1199,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
